organisationunitid,organisationunitname,organisationunitcode,periodid,periodname,periodcode,Confirmed Mpox Cases,Mpox Deaths,Notified Mpox Cases
LKyWbdAvZgV,Uganda,COUNTRY_UGA,20241024,2024-10-24,20241024,23,0,23
LKyWbdAvZgV,Uganda,COUNTRY_UGA,20241030,2024-10-30,20241030,184,1,184
LKyWbdAvZgV,Uganda,COUNTRY_UGA,20241107,2024-11-07,20241107,84,0,84
LKyWbdAvZgV,Uganda,COUNTRY_UGA,20241122,2024-11-22,20241122,78,0,78
LKyWbdAvZgV,Uganda,COUNTRY_UGA,20241128,2024-11-28,20241128,162,0,162
LKyWbdAvZgV,Uganda,COUNTRY_UGA,20241205,2024-12-05,20241205,101,3,101
LKyWbdAvZgV,Uganda,COUNTRY_UGA,20241211,2024-12-11,20241211,141,2,141
LKyWbdAvZgV,Uganda,COUNTRY_UGA,20241219,2024-12-19,20241219,102,0,102
ub2XMsGr4K5,Zambia,COUNTRY_ZMB,20241010,2024-10-10,20241010,1,0,38
ub2XMsGr4K5,Zambia,COUNTRY_ZMB,20241108,2024-11-08,20241108,0,0,65
hhIOVdSnyKH,Zimbabwe,COUNTRY_ZWE,20241018,2024-10-18,20241018,2,,2
